Tag;Parts_Id;01/05/2020;01/06/2020;01/07/2020;01/08/2020;01/09/2020;01/10/2020;01/11/2020;01/12/2020;01/01/2021;01/02/2021;01/03/2021;01/04/2021;01/05/2021;01/06/2021;01/07/2021;01/08/2021;01/09/2021;01/10/2021;01/11/2021;01/12/2021;01/01/2022;01/02/2022;01/03/2022;01/04/2022;01/05/2022;01/06/2022;01/07/2022;01/08/2022;01/09/2022;01/10/2022;01/11/2022;01/12/2022;01/01/2023;01/02/2023;01/03/2023;01/04/2023
Monoporzioni;123;1542.5;NULL;NULL;NULL;4142.5;5280;1552.5;NULL;2207.5;NULL;1652.5;1517.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;136;NULL;NULL;NULL;3250;NULL;4410;7018;7790;NULL;2600;9750;3492;NULL;1950;8640;NULL;6500;12350;3250;9750;10738;7484;8450;NULL;3250;5200;6600;NULL;NULL;11700;36020;3250;3900;1300;9100;NULL
Monoporzioni;137;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;822;650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;650;NULL
Monoporzioni;138;NULL;NULL;NULL;3900;NULL;4220;14300;6500;NULL;1188;NULL;NULL;NULL;3900;5076;NULL;23400;16900;4550;NULL;7118;4388;4550;NULL;4542;5850;8450;NULL;NULL;3586;35100;5850;2600;NULL;19024;NULL
Monoporzioni;152;3360;6800;7840;8268;9440;7496;6120;7640;4880;6760;9360;5280;7640;8960;8840;4720;13142;5636;10840;3960;4960;7400;9226;8360;9840;8640;9400;9400;5640;6440;8120;7490;4384;9960;6638;8200
Monoporzioni;157;NULL;2000;1116;2000;1200;NULL;2000;NULL;786;NULL;1174;1200;NULL;800;1584;800;800;798;1600;1200;800;1200;1200;NULL;1998;NULL;1756;800;1046;NULL;2094;616;800;646;800;1312
Monoporzioni;159;NULL;1194;3182;1600;1600;NULL;3200;NULL;1170;NULL;2354;1600;1200;1200;2762;NULL;2344;600;4572;NULL;1200;800;1600;1600;2000;NULL;2160;1214;NULL;1864;1384;1346;1200;1796;1200;1964
Monoporzioni;166;1547.5;615;NULL;NULL;2502.5;725;1585;NULL;NULL;NULL;1737.5;1672.5;NULL;NULL;1597.5;NULL;1677.5;3332.5;NULL;585;NULL;1595;NULL;1590;965;NULL;980;700;2030;NULL;NULL;1017.5;945;NULL;930;832.5
Monoporzioni;168;2497.5;1952.5;NULL;NULL;3925;4747.5;NULL;NULL;NULL;2515;NULL;4485;NULL;2492.5;NULL;1910;NULL;6215;NULL;NULL;NULL;2377.5;NULL;4160;2295;NULL;NULL;3955;NULL;NULL;4390;NULL;NULL;NULL;NULL;NULL
Monoporzioni;484;496.8;3695.76;6417.36;6488.64;6492.96;5782.32;2797.2;1667.52;4015.44;3510;4065.12;4823.28;5864.4;4384.8;13476.24;8676.72;8935.92;4883.76;6680.88;7404.48;5598.72;3851.28;8776.08;9845.28;9324.72;11674.8;11815.2;16148.16;12486.96;11063.52;11277.36;10862.64;5968.08;10530;12061.44;17126.64
Monoporzioni;486;4464;4905.6;8976;8112;10891.2;8340;3744;5856;4032;6048;8352;4608;6048;8244;8952;8928;10346.4;7488;10077.6;5904;5808;9072;10848;9216;11520;13536;9984;11616;8256;13248;9072;10368;7776;7305.6;12576;7209.6
Monoporzioni;491;3456;8294.4;9106.56;9072;9374.4;10065.6;6220.8;5875.2;6048;5313.6;11750.4;6220.8;8553.6;7257.6;13219.2;12960;11182.32;11923.2;12448.08;9072;7776;11145.6;19699.2;14521.68;16459.2;17107.2;18662.4;21772.8;17452.8;16329.6;15318.72;15547.68;17366.4;15292.8;21816;16156.8
Monoporzioni;130;NULL;NULL;1950;4550;NULL;4550;1950;NULL;NULL;NULL;3250;3900;5850;7632;4864;1300;5210;6638;NULL;650;4180;3250;6500;5200;6500;9874;3900;5850;6500;1300;2600;3900;NULL;NULL;9100;7150
Monoporzioni;131;NULL;NULL;1200;NULL;NULL;3600;3000;NULL;NULL;NULL;1200;1200;6000;4200;6798;1906;9618;1200;NULL;4200;4728;600;4200;8400;9600;4200;6600;8756;4800;NULL;1200;1200;NULL;NULL;10200;3000
Monoporzioni;144;NULL;NULL;NULL;NULL;NULL;1298;NULL;NULL;NULL;1948;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;147;NULL;NULL;NULL;NULL;24;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;148;NULL;NULL;NULL;NULL;5760;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6318;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;161;14032.5;2062.5;NULL;NULL;15557.5;27212.5;10740;NULL;2072.5;NULL;10032.5;9432.5;9315;NULL;13927.5;4442.5;12845;20297.5;6607.5;NULL;5500;12450;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;162;1542.5;NULL;NULL;NULL;4142.5;5280;1552.5;NULL;2207.5;NULL;1652.5;1517.5;1790;NULL;3740;NULL;3687.5;5162.5;NULL;1510;NULL;1882.5;NULL;1262.5;3267.5;5420;2097.5;NULL;3272.5;NULL;977.5;1625;2810;NULL;3357.5;NULL
Monoporzioni;163;1442.5;NULL;NULL;NULL;3177.5;6500;2397.5;NULL;1590;NULL;1702.5;1582.5;1525;NULL;3297.5;NULL;4835;3120;3177.5;1487.5;NULL;1277.5;NULL;2800;3655;3767.5;860;3517.5;2235;NULL;1102.5;2480;3335;NULL;1000;865
Monoporzioni;139;NULL;NULL;NULL;1950;NULL;2258;1950;NULL;NULL;NULL;1300;772;NULL;5850;5612;NULL;4550;15600;2532;NULL;3200;1228;NULL;NULL;3900;NULL;3054;NULL;NULL;4550;12350;2600;2600;NULL;1950;NULL
Monoporzioni;153;1040;2920;4160;3400;3664;5440;1640;2920;1840;4720;2800;2280;4280;2880;4160;3960;4680;3360;5240;2720;1440;2720;5200;2018;4280;2640;4360;3280;2936;3280;4640;2520;3160;4160;1998;3960
Monoporzioni;154;880;1240;1720;760;1660;1440;1040;920;1000;2040;1800;360;2400;440;2880;560;1620;1540;3080;720;1320;2000;1320;1240;2000;1240;1680;1520;2080;1640;1640;1600;1076;1960;1760;1564
Monoporzioni;155;400;2120;1880;1800;1370;1960;760;360;1480;1920;578;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;156;NULL;5164;3598;5600;3600;NULL;5200;2800;1884;2388;2792;3576;NULL;6000;1984;NULL;4762;1170;6112;3600;2400;NULL;4000;2800;2662;2800;2408;2400;2774;NULL;5600;1684;8000;2800;2946;4000
Monoporzioni;170;13500;1912.5;NULL;NULL;10042.5;11192.5;3637.5;NULL;9160;NULL;6850;6815;2387.5;2190;5080;4490;6340;11425;NULL;6460;2750;8907.5;NULL;6470;5015;2.5;8850;13125;12325;NULL;4242.5;NULL;6332.5;NULL;4142.5;4280
Monoporzioni;171;2570;2674;5184;1992;3264;2794;3370;2440;2890;3330;2738;4928;2074;2194;2880;2594;4640;3884;3590;1556;2720;1390;4762;4160;1782;3610;3970;1608;3694;3332;3960;4358;3042;3800;2202;6930
Monoporzioni;487;11424;17280;19872;22176;23328;19008;6012;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;500;NULL;NULL;NULL;NULL;5611.2;NULL;5700.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3964.8;10080;NULL;2576;2763.6;NULL;NULL;NULL;4704;10194.8;3220;NULL;7190.4;NULL;8391.6;NULL;2688;NULL;NULL;6045.2;1551.2
Monoporzioni;502;NULL;NULL;NULL;NULL;8299.2;NULL;16800;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4032;12656;3973.2;10074.4;NULL;9556.4;16046.8;NULL;NULL;4704;17472;NULL;17472;NULL;NULL;9184;NULL;13420.4;NULL;NULL;11359.6;5143.6
Monoporzioni;509;NULL;6.4;275.2;566.4;9.6;273.6;273.6;24;268.8;32;281.6;30.4;283.2;14.4;273.6;16;305.6;32;284.8;35.2;14.4;328;128;36.8;512;20.8;300.8;307.2;16;22.4;49.6;73.6;57.6;6.4;216;19.2
Monoporzioni;511;434;NULL;1584.8;NULL;NULL;NULL;3911.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;674.8;1344;NULL;2016;2016;2016;NULL;1226.4;NULL;NULL;NULL;NULL;672;1181.6;NULL;NULL
Monoporzioni;516;NULL;NULL;NULL;NULL;1489.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2276.4;NULL;NULL;NULL;NULL;784;1596;NULL;669.2;NULL;NULL;NULL;1722;NULL;NULL;344.4;NULL;NULL;NULL;NULL;NULL;NULL;2010.4
Monoporzioni;520;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;327.6;NULL;NULL;NULL;NULL;NULL;NULL;224;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;534;1447.5;5152.5;11252.5;7645;4615;1755;2520;1457.5;800;1632.5;1857.5;1937.5;6635;13237.5;15060;6477.5;7617.5;3012.5;4292.5;3642.5;1237.5;3020;5630;6117.5;6632.5;13555;11432.5;7705;2040;2685;3910;4570;2065;2320;8040;4345
Monoporzioni;536;462.5;5292.5;12805;9050;5817.5;2097.5;1907.5;1390;667.5;1507.5;1695;1595;7990;13970;15240;10612.5;7220;3962.5;4227.5;4135;1405;3062.5;5355;8510;7795;14675;13135;10582.5;4152.5;2810;2790;4375;2220;3667.5;8380;4645
Monoporzioni;164;3400;NULL;8795;NULL;4237.5;12147.5;3265;NULL;6170;NULL;6980;3450;4425;NULL;6502.5;1482.5;3500;9597.5;3210;10910;1800;6817.5;NULL;2800;12635;10387.5;3330;9182.5;NULL;NULL;NULL;5932.5;10997.5;NULL;4690;3425
Monoporzioni;481;2366.4;4219.2;5071.2;8601.6;4440;3751.2;4473.6;2815.2;1905.6;3112.8;2853.6;4430.4;6036;7156.8;7488;10958.4;13641.6;4996.8;7015.2;5719.2;2616;5767.2;6513.6;8316;6916.8;9609.6;7723.2;12808.8;6048;4929.6;4562.4;3556.8;3979.2;4809.6;6873.6;3417.6
Monoporzioni;482;4656;8208;14160;7872;11376;13300.8;5424;4992;9360;9544.8;6014.4;10176;9189.6;9408;11232;9360;10264.8;15321.6;9648;9696;8112;12417.6;15837.6;9021.6;15840;11760;9312;9936;13288.8;7680;12180;8640;8064;16416;8678.4;9216
Monoporzioni;495;NULL;2075.328;26820.288;4710.528;2764.8;466.56;NULL;NULL;NULL;NULL;NULL;2488.32;NULL;7582.464;18543.168;4776.192;3525.12;NULL;NULL;NULL;NULL;1036.8;622.08;7672.32;10368;18245.952;6220.8;9538.56;8294.4;NULL;NULL;NULL;NULL;NULL;12232.512;6635.52
Monoporzioni;496;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1728;432;216;432;NULL;NULL;1337.4;576;864;684
Monoporzioni;499;NULL;NULL;NULL;NULL;NULL;504;NULL;NULL;NULL;NULL;NULL;NULL;1008;NULL;11.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1013.6;NULL;NULL;NULL;NULL;2388.4;NULL;NULL;NULL;NULL;490;NULL;NULL;NULL
Monoporzioni;512;4950.4;NULL;4029.2;NULL;6291.6;NULL;2116.8;NULL;NULL;NULL;NULL;5376;NULL;NULL;NULL;4463.2;NULL;3511.2;NULL;NULL;5350.8;2710.4;NULL;4608.8;3376.8;4704;NULL;10242.4;NULL;4046;NULL;NULL;4001.2;3973.2;NULL;5345.2
Monoporzioni;514;714;NULL;NULL;NULL;688.8;NULL;459.2;NULL;NULL;NULL;NULL;649.6;NULL;NULL;NULL;498.4;NULL;526.4;NULL;NULL;NULL;1349.6;NULL;NULL;739.2;NULL;NULL;1226.4;NULL;1344;NULL;NULL;672;716.8;NULL;672
Monoporzioni;488;11424;17280;19872;22176;23328;19008;14940;17856;8928;10656;22752;14976;14976;17856;22176;28442.4;24768;21600;21410.4;15552;14976;14688;31968;25056;26784;25632;35136;19296;19584;37152;20736;25147.2;22176;21888;23136;29376
Monoporzioni;489;4704;3984;4320;6679.2;5760;6912;4656;3168;4896;8136;6602.4;7728;5472;4560;8064;8064;7984.8;3744;6048;7968;7092;6144;4608;8928;6912;10080;7200;5760;6048;9504;8064;5472;7488;5760;6048;9216
Monoporzioni;490;NULL;1728;4320;2023.2;1728;2880;NULL;NULL;NULL;288;2016;NULL;NULL;4320;6866.4;6336;1728;NULL;2592;2880;NULL;4600.8;2880;2304;3456;5184;5760;2592;4896;3456;2304;3736.8;3168;NULL;2880;4032
Monoporzioni;504;NULL;NULL;NULL;8638;3260;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4480;706;9120;850;NULL;NULL;15840;NULL;NULL;NULL;15840;NULL;NULL;NULL;2516;NULL;NULL;7722;NULL;NULL;NULL;NULL;4394;5244
Monoporzioni;505;NULL;2;2;2;20;6;5980;NULL;NULL;4;NULL;NULL;2;NULL;6;1978;15322;NULL;NULL;4800;NULL;9214;NULL;7686;15840;NULL;1920;13492;NULL;7920;4;NULL;15840;NULL;15310;20
Monoporzioni;507;2890;6120;7870;7704;6658;5490;4926;4148;1714;2674;4680;3568;7084;10940;8244;5184;8952;6002;6386;7902;4338;5280;9906;7088;9132;7578;11476;9666;4028;7560;8356;4502;5128;4438;9200;7458
Monoporzioni;537;360;3277.5;6335;4477.5;1880;617.5;277.5;627.5;467.5;712.5;705;1107.5;3952.5;7580;7977.5;5732.5;2197.5;1557.5;1810;1815;1050;907.5;3945;3850;4830;7632.5;6365;3920;1705;1087.5;1682.5;2202.5;1385;990;5497.5;2660
Monoporzioni;538;82.5;1597.5;3622.5;2365;937.5;255;100;212.5;137.5;237.5;212.5;312.5;2167.5;3752.5;4780;2667.5;1345;1065;1017.5;1342.5;407.5;485;2060;2805;1580;4210;3505;3062.5;590;415;835;1722.5;495;615;1810;1225
Monoporzioni;541;500;NULL;NULL;NULL;NULL;NULL;500;NULL;NULL;500;NULL;NULL;NULL;NULL;1000;NULL;NULL;500;NULL;500;NULL;NULL;NULL;NULL;NULL;500;NULL;500;NULL;NULL;1000;NULL;NULL;NULL;500;NULL
Monoporzioni;543;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;997.5;NULL;NULL;NULL;NULL;1000;NULL;NULL;1000;NULL;500;NULL;NULL;NULL;NULL;NULL;1000;NULL;500;NULL;NULL;1000;NULL;NULL;NULL;500;NULL
Monoporzioni;545;1867.5;3322.5;3182.5;3530;2497.5;2135;2472.5;1037.5;2790;1410;1155;3462.5;1345;2685;3035;2047.5;2882.5;2750;1250;1442.5;1445;2685;3002.5;3305;2355;3125;1625;2615;2062.5;1532.5;3195;1692.5;2635;1575;3340;3995
Monoporzioni;550;757.5;1060;2157.5;1450;1105;1737.5;1482.5;1105;1072.5;1262.5;1457.5;707.5;1965;1837.5;1832.5;1547.5;1315;230;NULL;857.5;1427.5;1500;1312.5;1077.5;1152.5;1720;1285;1395;2142.5;435;995;1162.5;707.5;2247.5;1122.5;1300
Monoporzioni;552;65;1690;2105;1265;1492.5;1567.5;1002.5;1662.5;902.5;2242.5;2522.5;1660;1927.5;1122.5;1082.5;1227.5;362.5;2962.5;712.5;1372.5;680;1185;1577.5;2045;635;1302.5;1300;1435;1222.5;1595;1295;1032.5;1790;742.5;1695;2250
Monoporzioni;561;575;1475;1112.5;1472.5;650;1000;500;675;725;1500;112.5;1150;500;725;1225;NULL;725;650;980;3015;NULL;2500;2187.5;1000;500;1075;NULL;1000;650;1500;NULL;500;NULL;500;1000;75
Monoporzioni;566;1000;NULL;500;NULL;NULL;1000;NULL;NULL;1000;NULL;500;500;1000;NULL;500;NULL;500;500;1000;630;500;2357.5;NULL;500;NULL;500;NULL;1000;NULL;NULL;500;NULL;NULL;500;NULL;500
Monoporzioni;568;1165;3950;10337.5;6302.5;4890;3215;1787.5;1527.5;862.5;1187.5;1190;3370;5460;9612.5;12690;6800;5982.5;4685;7315;3800;2515;3005;5657.5;7025;6925;10820;12110;9090;6425;4610;5632.5;4652.5;2227.5;4885;5812.5;8292.5
Monoporzioni;515;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;705.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;529;NULL;NULL;NULL;NULL;NULL;NULL;742;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;531;NULL;1792;1097.6;NULL;NULL;NULL;NULL;918.4;NULL;1131.2;1064;1064;1456;1568;NULL;NULL;NULL;504;1960;NULL;NULL;3080;NULL;3920;NULL;3920;1120;NULL;2240;840;3360;NULL;NULL;NULL;NULL;2240
Monoporzioni;532;NULL;8848;4312;NULL;3684.8;4356.8;NULL;9128;10920;4032;9800;3696;8904;7840;NULL;NULL;2800;5040;6440;NULL;NULL;15859.2;NULL;14840;NULL;14000;7022.4;NULL;4480;5040;5040;NULL;10080;4480;4838.4;7840
Monoporzioni;546;1167.5;2467.5;1542.5;1442.5;565;2210;1432.5;697.5;1372.5;1092.5;2037.5;1655;460;730;2220;1920;1392.5;1317.5;950;1747.5;1290;887.5;1272.5;1692.5;2405;815;725;2697.5;1302.5;420;1510;2112.5;1365;747.5;3932.5;1997.5
Monoporzioni;547;202.5;862.5;2242.5;1515;1087.5;242.5;255;85;85;157.5;162.5;282.5;1410;2485;2437.5;1710;527.5;715;347.5;2070;307.5;450;1412.5;2242.5;1535;2637.5;1877.5;1237.5;665;597.5;1235;657.5;557.5;332.5;1405;1325
Monoporzioni;548;1547.5;2395;5037.5;3592.5;2465;3595;2630;1327.5;1645;1285;3640;3370;1457.5;2827.5;4620;2347.5;3692.5;3032.5;4425;1860;1317.5;2532.5;2630;4075;3360;3350;2815;3157.5;3175;1980;4250;2420;2970;3427.5;5870;4730
Monoporzioni;549;932.5;4500;11070;7732.5;4790;2325;2940;2042.5;1470;2310;2032.5;3452.5;5937.5;10552.5;11015;5037.5;8377.5;4195;3802.5;3440;2607.5;3072.5;6215;7645;5730;11335;10017.5;6965;4020;2590;4292.5;6082.5;3987.5;5067.5;10742.5;8520
Monoporzioni;539;500;NULL;NULL;NULL;NULL;NULL;250;500;NULL;1000;NULL;NULL;NULL;NULL;1000;NULL;NULL;1000;NULL;1000;NULL;NULL;NULL;NULL;NULL;1000;NULL;500;NULL;NULL;1000;NULL;NULL;NULL;500;NULL
Monoporzioni;540;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;500;NULL;NULL;NULL;NULL;500;NULL;NULL;NULL;NULL;500;NULL;NULL;NULL;NULL;NULL;500;NULL;500;NULL;NULL;1000;NULL;NULL;NULL;NULL;NULL
Monoporzioni;554;1475;432.5;720;1262.5;832.5;985;125;310;625;320;857.5;412.5;765;822.5;537.5;625;797.5;650;1052.5;465;302.5;507.5;560;225;937.5;832.5;677.5;1092.5;232.5;155;587.5;647.5;575;435;897.5;312.5
Monoporzioni;555;637.5;837.5;842.5;1617.5;625;495;1515;952.5;647.5;1072.5;1352.5;1277.5;865;647.5;1527.5;577.5;1167.5;787.5;1150;172.5;1337.5;1122.5;917.5;967.5;1027.5;1145;1402.5;1660;430;875;1445;1465;605;1620;1592.5;792.5
Monoporzioni;556;3575;8137.5;8300;7600;8150;6150;4635;8652.5;3205;4000;9062.5;10127.5;8500;5950;10950;8225;11312.5;6612.5;9450;6600;4940;10000;8390;14000;8100;13700;7500;11500;10495;8500;8950;8500;5675;11500;9440;5000
Monoporzioni;557;725;100;1162.5;825;1075;145;50;2250;672.5;500;1075;1537.5;500;1350;250;1225;1550;1365;NULL;1100;1425;800;1375;800;550;2175;750;1450;875;987.5;1375;2050;187.5;1100;1000;650
Monoporzioni;571;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;500;NULL;NULL;500;NULL;NULL;500;NULL;500
Monoporzioni;573;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;500;NULL;NULL;NULL;NULL;500;NULL;NULL;NULL;NULL;500;NULL;NULL;NULL;NULL;NULL;500;NULL;500;NULL;NULL;500;NULL;NULL;NULL;500;NULL
Monoporzioni;570;60;102;6;464;724;538;34;446;22;NULL;360;NULL;8;18;94;76;134;874;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;577;NULL;NULL;NULL;NULL;NULL;520;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;576;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;60;NULL;NULL;NULL;NULL;1370;NULL
Monoporzioni;584;500;4000;5492.5;4000;575;NULL;NULL;NULL;500;4000;NULL;1500;5000;4495;4000;6000;4755;1000;2000;1392.5;2000;3500;3500;5552.5;3500;6637.5;4000;5500;500;2750;2000;4500;882.5;3000;4000;5000
Monoporzioni;586;NULL;500;500;1750;500;NULL;NULL;500;NULL;500;NULL;500;1000;500;500;1500;1000;NULL;500;500;210;500;1000;1487.5;500;1000;1000;1000;NULL;500;1000;500;NULL;1000;500;1000
Monoporzioni;595;4855;8965;16482.5;10782.5;10365;12210;6352.5;3600;7625;3800;7025;6350;6627.5;8787.5;13247.5;2167.5;21390;13300;7900;6587.5;7750;7650;16267.5;13025;14907.5;14275;14750;8132.5;15275;8025;9812.5;12605;16335;10907.5;15860;12500
Monoporzioni;600;400;662.5;1157.5;1655;1900;700;472.5;852.5;817.5;1762.5;632.5;1230;1100;775;1807.5;900;667.5;800;1537.5;510;1165;600;1092.5;1420;2030;880;1000;650;1200;1000;350;1300;1150;1000;1800;1000
Monoporzioni;602;8500;12460;12500;7957.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;609;NULL;NULL;NULL;2025;2007.5;2000;NULL;NULL;1995;NULL;NULL;2000;2000;2000;1822.5;NULL;NULL;2000;1117.5;3000;NULL;2000;NULL;2500;NULL;2287.5;2085;NULL;2000;NULL;2000;2000;2000;2152.5;NULL;NULL
Monoporzioni;562;500;175;550;1000;1012.5;1550;NULL;1212.5;575;500;500;1187.5;500;575;1135;520;1200;625;567.5;1375;1412.5;NULL;1000;600;1050;250;500;1100;550;550;500;1607.5;742.5;600;600;550
Monoporzioni;563;500;NULL;150;500;150;212.5;650;50;100;575;600;125;250;500;407.5;500;150;NULL;550;825;2292.5;640;1112.5;1000;100;50;550;750;100;50;500;850;50;550;150;650
Monoporzioni;564;950;NULL;NULL;500;NULL;950;NULL;NULL;500;450;NULL;600;500;600;100;550;500;200;100;1255;615;2060;250;600;100;700;100;100;500;NULL;NULL;100;500;NULL;305;NULL
Monoporzioni;565;NULL;500;575;NULL;75;500;NULL;500;425;NULL;75;500;500;NULL;75;500;575;75;NULL;NULL;500;75;NULL;650;500;NULL;NULL;575;500;NULL;150;NULL;NULL;NULL;500;262.5
Monoporzioni;579;NULL;2880;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;581;NULL;14248;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;596;10250;14770;19350;15900;16900;16300;9800;12000;12700;10400;17650;14622.5;15600;17082.5;14800;14200;16750;16855;17480;13297.5;11750;17000;20127.5;16300;12450;17550;14800;15900;16450;11900;13900;13182.5;10755;16135;10700;14850
Monoporzioni;597;700;350;950;1400;1050;1450;300;1100;400;1300;800;900;1200;550;1450;850;800;400;700;700;300;950;762.5;650;1062.5;550;1200;1050;350;700;250;550;1100;300;500;350
Monoporzioni;587;NULL;500;1000;1200;500;NULL;500;NULL;500;500;NULL;NULL;1500;500;1500;1500;NULL;990;500;500;NULL;NULL;1360;1500;500;2000;1000;500;500;1000;827.5;500;500;565;1437.5;2000
Monoporzioni;588;NULL;1000;1000;935;1000;500;NULL;500;NULL;500;NULL;500;1315;1272.5;1000;1500;500;500;1000;500;NULL;500;900;1785;1000;2000;1500;500;NULL;1500;500;500;500;485;1000;1500
Monoporzioni;589;500;NULL;500;1000;NULL;NULL;NULL;500;NULL;500;NULL;NULL;1000;NULL;1000;500;500;935;NULL;NULL;NULL;500;500;500;500;1500;500;NULL;500;500;500;NULL;500;1000;NULL;1000
Monoporzioni;607;NULL;NULL;NULL;370;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Monoporzioni;622;NULL;NULL;NULL;98.56;369.6;147.84;246.4;221.76;172.48;344.96;172.48;172.48;492.8;49.28;332.64;299.2;574.64;317.68;426.8;538.56;491.92;330.88;484.88;376.64;500.72;221.76;492.8;641.52;443.52;468.16;673.2;1003.2;591.36;436.48;862.4;540.32
Monoporzioni;623;277.2;277.2;NULL;277.2;277.2;277.2;277.2;NULL;277.2;NULL;277.2;277.2;277.2;NULL;277.2;215.6;277.2;831.6;NULL;277.2;NULL;277.2;277.2;277.2;NULL;554.4;277.2;277.2;277.2;277.2;277.2;277.2;NULL;554.4;277.2;NULL
